,mes,ano,ano_mes,estoque,exportacao,processamento,compra_liquida,saldo,producao,chicago_cbot_u$/t,fob_porto_paranagua_u$/t,maringa_r$/saca,mogiana_r$/saca,passofundo_r$/saca,rondonopolis_r$/saca
68,Set,1992,1992-09-01,0.0,0.0,1343.0,804.0,-539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Out,1992,1992-10-01,0.0,0.0,1039.0,675.0,-364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Nov,1992,1992-11-01,0.0,0.0,859.0,547.0,-312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Dez,1992,1992-12-01,0.0,0.0,684.0,515.0,-169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Jan,1993,1993-01-01,0.0,0.0,635.0,346.0,-289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Fev,1993,1993-02-01,0.0,0.0,655.0,792.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Mar,1993,1993-03-01,0.0,0.0,1259.0,2836.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Abr,1993,1993-04-01,0.0,0.0,1827.0,3915.0,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Mai,1993,1993-05-01,0.0,0.0,1912.0,2261.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Jun,1993,1993-06-01,0.0,0.0,1782.0,1343.0,-439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Jul,1993,1993-07-01,0.0,0.0,1732.0,1133.0,-599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Ago,1993,1993-08-01,0.0,0.0,1691.0,1123.0,-568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Set,1993,1993-09-01,0.0,0.0,1475.0,860.0,-615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Out,1993,1993-10-01,0.0,0.0,1370.0,741.0,-629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Nov,1993,1993-11-01,0.0,0.0,1261.0,770.0,-491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Dez,1993,1993-12-01,0.0,0.0,980.0,569.0,-411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Jan,1994,1994-01-01,0.0,0.0,827.0,474.0,-353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Fev,1994,1994-02-01,0.0,0.0,844.0,867.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Mar,1994,1994-03-01,0.0,0.0,1330.0,3191.0,1861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Abr,1994,1994-04-01,0.0,0.0,1846.0,4775.0,2929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Mai,1994,1994-05-01,0.0,0.0,2189.0,2248.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Jun,1994,1994-06-01,0.0,0.0,2163.0,1520.0,-643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Jul,1994,1994-07-01,0.0,0.0,1966.0,1117.0,-849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Ago,1994,1994-08-01,0.0,0.0,1920.0,1218.0,-702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Set,1994,1994-09-01,0.0,0.0,1743.0,846.0,-897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Out,1994,1994-10-01,0.0,0.0,1558.0,737.0,-821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Nov,1994,1994-11-01,0.0,0.0,1352.0,824.0,-528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Dez,1994,1994-12-01,0.0,0.0,1124.0,937.0,-187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Jan,1995,1995-01-01,0.0,0.0,701.0,357.0,-344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Fev,1995,1995-02-01,0.0,5.0,754.0,1029.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Mar,1995,1995-03-01,0.0,74.0,1689.0,4750.0,2987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Abr,1995,1995-04-01,0.0,641.0,2109.0,5700.0,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Mai,1995,1995-05-01,0.0,814.0,2359.0,2753.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Jun,1995,1995-06-01,0.0,644.0,2252.0,1317.0,-1579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Jul,1995,1995-07-01,0.0,556.0,2198.0,1082.0,-1672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Ago,1995,1995-08-01,0.0,394.0,2143.0,1234.0,-1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Set,1995,1995-09-01,0.0,306.0,1950.0,1140.0,-1116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Out,1995,1995-10-01,0.0,30.0,1897.0,1040.0,-887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Nov,1995,1995-11-01,0.0,0.0,1778.0,718.0,-1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Dez,1995,1995-12-01,0.0,0.0,1479.0,629.0,-850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Jan,1996,1996-01-01,0.0,4.0,991.0,420.0,-575.0,0.0,273.661441,285.2362451,15.33,14.17,15.02,12.53
109,Fev,1996,1996-02-01,0.0,0.0,941.0,1207.0,266.0,0.0,268.9580285,277.7034361,13.67,13.94,13.64,11.57
110,Mar,1996,1996-03-01,0.0,291.0,1602.0,4115.0,2222.0,0.0,267.392674,274.558029,12.38,13.06,13.38,10.25
111,Abr,1996,1996-04-01,0.0,956.0,2199.0,5373.0,2218.0,0.0,291.3690541,300.9228607,14.04,14.04,14.33,11.68
112,Mai,1996,1996-05-01,0.0,643.0,2379.0,2813.0,-209.0,0.0,296.1202356,305.3433335,14.44,14.61,15.22,12.41
113,Jun,1996,1996-06-01,0.0,503.0,2174.0,1434.0,-1243.0,0.0,283.9060613,289.6015998,13.97,13.87,14.71,11.77
114,Jul,1996,1996-07-01,0.0,426.0,2229.0,1286.0,-1369.0,0.0,282.5905756,289.3884765,14.28,14.23,14.89,11.74
115,Ago,1996,1996-08-01,0.0,376.0,2112.0,1160.0,-1328.0,0.0,291.3690541,307.6729925,15.44,14.84,16.05,12.3
116,Set,1996,1996-09-01,0.0,229.0,1922.0,936.0,-1215.0,0.0,293.066692,309.6021265,18.19,17.75,18.25,15.14
117,Out,1996,1996-10-01,0.0,144.0,1626.0,616.0,-1154.0,0.0,259.6283689,278.368528,17.56,17.61,17.77,15.16
118,Nov,1996,1996-11-01,0.0,51.0,1320.0,367.0,-1004.0,0.0,256.185324,264.2693142,17.87,17.63,18.18,15.76
119,Dez,1996,1996-12-01,0.0,0.0,945.0,347.0,-598.0,0.0,256.9202322,265.5554035,17.85,17.79,17.83,15.8
120,Jan,1997,1997-01-01,0.0,14.03,634.0,234.0,-414.03,0.0,266.6981858,275.2231209,16.47,16.73,16.71,14.49
121,Fev,1997,1997-02-01,0.0,17.095,932.0,2104.0,1154.9050000000002,0.0,281.5396569,285.5338829,15.65,15.64,16.95,13.13
122,Mar,1997,1997-03-01,0.0,550.157554,1782.0,4865.0,2532.8424459999997,0.0,308.4556697,303.4031758,15.98,16.11,17.09,13.42
123,Abr,1997,1997-04-01,0.0,1598.886449,2227.0,4946.0,1120.113551,0.0,314.0997647,304.6194489,16.66,16.84,17.42,14.23
124,Mai,1997,1997-05-01,0.0,1697.31268,2443.0,2285.0,-1855.31268,0.0,319.0420223,307.4231237,17.32,17.23,17.71,14.89
125,Jun,1997,1997-06-01,0.0,1345.808797,2386.0,932.0,-2799.8087969999997,0.0,299.3611807,288.4294213,17.05,16.9,17.22,14.95
126,Jul,1997,1997-07-01,0.0,1670.251481,2203.0,599.0,-3274.2514810000002,0.0,257.9527782,283.8582923,16.53,15.97,16.82,14.33
127,Ago,1997,1997-08-01,0.0,986.59781,2016.0,819.0,-2183.59781,0.0,243.8535644,285.3758777,17.86,17.24,18.12,15.58
128,Set,1997,1997-09-01,0.0,348.74601,1509.0,636.0,-1221.74601,0.0,234.8252171,289.9433321,19.34,18.78,19.12,16.66
129,Out,1997,1997-10-01,0.0,105.540943,1116.0,397.0,-824.540943,0.0,248.5826987,303.7008137,18.86,19.03,18.83,16.85
130,Nov,1997,1997-11-01,0.0,4.89918,873.0,449.0,-428.89918,0.0,266.9554037,322.0735187,20.21,18.9,20.56,16.97
131,Dez,1997,1997-12-01,0.0,0.26412,765.0,515.0,-250.26412000000005,0.0,253.0840114,308.2021264,20.03,19.09,19.74,17.11
132,Jan,1998,1998-01-01,0.0,1.62416,692.0,350.0,-343.62416,0.0,246.6756119,301.7956119,17.44,18.09,17.96,14.65
133,Fev,1998,1998-02-01,0.0,21.2484,907.0,1344.0,415.75160000000005,0.0,247.5501526,276.9501526,15.57,14.63,16.47,13.45
134,Mar,1998,1998-03-01,0.0,399.346036,1717.0,4707.0,2590.653964,0.0,241.2813857,237.6068447,13.92,13.95,14.75,11.65
135,Abr,1998,1998-04-01,0.0,1859.816767,2315.0,6030.0,1855.1832329999997,0.0,235.32,231.75,13.66,13.41,14.12,11.16
136,Mai,1998,1998-05-01,0.0,1894.612707,2506.0,2670.0,-1730.612707,0.0,234.5496266,233.5391278,14.11,13.48,14.37,11.62
137,Jun,1998,1998-06-01,0.0,1468.338152,2497.0,1767.0,-2198.3381520000003,0.0,231.7275791,229.302382,13.77,13.26,13.9,11.46
138,Jul,1998,1998-07-01,0.0,1160.333462,2436.0,1376.0,-2220.333462,0.0,227.9317782,225.9475261,13.71,12.93,13.8,11.5
139,Ago,1998,1998-08-01,0.0,881.387828,2238.0,1062.0,-2057.387828,0.0,196.6357125,213.171147,13.38,13.16,13.28,11.21
140,Set,1998,1998-09-01,0.0,962.469185,1884.0,752.0,-2094.469185,0.0,192.5018539,218.2236409,14.1,13.79,14.13,12.11
141,Out,1998,1998-10-01,0.0,409.859085,1808.0,834.0,-1383.859085,0.0,199.4173401,227.8950328,14.53,14.16,14.37,12.68
142,Nov,1998,1998-11-01,0.0,166.280691,1569.0,660.0,-1075.280691,0.0,211.6535616,211.6535616,14.68,14.25,14.88,12.91
143,Dez,1998,1998-12-01,0.0,62.39182,1304.0,494.4,-871.99182,0.0,205.8845322,205.8845322,14.26,13.84,14.14,11.91
144,Jan,1999,1999-01-01,0.0,39.262486,651.0,398.4,-291.86248600000005,31377.0,195.599492,198.9984424,15.02,14.64,14.72,13.56
145,Fev,1999,1999-02-01,0.0,142.74174,891.5214088,1562.0,527.7368512,31377.0,178.4448973,174.0354481,17.87,17.39,17.67,15.16
146,Mar,1999,1999-03-01,0.0,523.877889,1799.804677,5626.6,3302.917434,31377.0,177.0210127,169.3044766,16.74,16.78,17.4,14.39
147,Abr,1999,1999-04-01,0.0,1568.170612,2317.327093,5434.0,1548.5022950000002,31377.0,177.7338736,170.7522457,15.28,15.36,15.94,13.02
148,Mai,1999,1999-05-01,0.0,1860.894337,2483.898073,1977.0,-2367.79241,31377.0,171.6488337,167.5149751,15.29,15.2,15.72,13.2
149,Jun,1999,1999-06-01,0.0,1422.179649,2234.565411,1160.0,-2496.74506,31377.0,169.9695685,172.1742931,16.01,15.93,16.31,13.82
150,Jul,1999,1999-07-01,0.0,1252.347954,2045.994491,819.0,-2479.342445,31377.0,159.037809,166.9380722,15.65,15.64,15.82,13.83
151,Ago,1999,1999-08-01,0.0,774.475498,2120.375243,957.0,-1937.850741,31377.0,167.5370224,170.7522457,17.74,17.09,17.37,15.01
152,Set,1999,1999-09-01,0.0,703.024146,1947.518565,1027.0,-1623.542711,31377.0,177.7559209,183.0472599,20.45,19.98,20.65,16.8
153,Out,1999,1999-10-01,0.0,322.837478,1880.471127,1088.0,-1115.308605,31377.0,178.3254747,178.3254747,21.38,20.84,21.68,18.33
154,Nov,1999,1999-11-01,0.0,186.162796,1779.899969,706.0,-1260.0627650000001,31377.0,170.2231118,170.2231118,20.42,20.45,20.6,17.91
155,Dez,1999,1999-12-01,0.0,114.94086,1323.139294,504.0,-934.080154,31377.0,169.9107758,169.9107758,19.56,19.09,19.48,16.54
156,Jan,2000,2000-01-01,459.153,33.61162,820.4846477,619.553,224.60973230000025,34127.0,182.7643203,182.7643203,19.67,18.52,19.86,16.97
157,Fev,2000,2000-02-01,888.0,59.205827,1032.097,1461.097,1257.794173,34127.0,185.3805935,188.6876804,19.19,18.63,19.21,16.51
158,Mar,2000,2000-03-01,4354.0,563.36534,1873.889,5339.889,7256.634659999999,34127.0,190.4882054,187.6220635,17.61,17.75,18.22,15.03
159,Abr,2000,2000-04-01,8645.0,1605.231947,2373.0,6664.0,11330.768053,34127.0,197.1868937,193.7879433,18.02,17.91,18.27,15.49
160,Mai,2000,2000-05-01,8445.0,1769.814548,2384.0,2184.0,6475.185452,34127.0,200.9532982,197.6462113,18.98,18.52,19.3,15.93
161,Jun,2000,2000-06-01,6865.0,1791.613782,2104.0,524.0,3493.3862179999996,34127.0,186.593192,190.3412238,18.17,17.88,18.61,15.03
162,Jul,2000,2000-07-01,4991.0,1851.291357,2005.0,131.0,1265.708643,34127.0,170.2451591,179.7989657,17.25,17.18,17.72,14.56
163,Ago,2000,2000-08-01,3829.0,2010.500747,1796.0,634.0,656.499253,34127.0,168.0882035,180.1223253,17.32,17.03,17.35,14.64
164,Set,2000,2000-09-01,2972.0,791.795386,1713.0,856.0,1323.2046140000002,34127.0,179.4572334,186.1632707,18.58,18.09,18.94,15.83
165,Out,2000,2000-10-01,2181.0,597.95163,1740.0,949.0,792.04837,34127.0,173.8057893,179.1338738,18.73,18.15,18.91,16.07
166,Nov,2000,2000-11-01,1612.0,328.678928,1741.0,1172.0,714.3210720000002,34127.0,177.7742936,177.7742936,19.47,18.87,19.8,16.96
167,Dez,2000,2000-12-01,969.0,114.011469,1598.0,955.0,211.98853099999997,34127.0,184.9690449,184.9690449,21.81,20.47,22.0,19.14
168,Jan,2001,2001-01-01,429.0,295.766257,1218.0,678.0,-406.766257,39058.0,175.6908288,175.6908288,20.19,19.57,20.94,17.83
169,Fev,2001,2001-02-01,680.3436038,92.302365,1289.570827,1540.914431,839.3848428000001,39058.0,167.3349226,166.0855787,17.87,17.51,19.79,15.47
170,Mar,2001,2001-03-01,5011.85767,902.753591,1915.477861,6247.334927,8440.961145000001,39058.0,163.7742924,161.5695678,16.8,18.15,18.21,14.87
171,Abr,2001,2001-04-01,9437.027281,1992.261225,2271.568967,6696.803578,11870.000667,39058.0,158.9973891,158.9973891,17.1,18.27,17.59,14.98
172,Mai,2001,2001-05-01,9204.770892,2541.335701,2342.10068,2109.844291,6431.178802,39058.0,163.4803291,163.5538199,18.81,18.97,19.3,16.32
173,Jun,2001,2001-06-01,8127.536195,2652.623567,2171.928929,1094.694232,4397.677931,39058.0,171.7113009,173.4750806,21.19,20.71,21.81,18.67
174,Jul,2001,2001-07-01,6642.539093,1952.556305,2216.710969,731.7138669,3204.9856858999997,39058.0,188.1364992,195.8530353,25.02,24.53,25.44,22.43
175,Ago,2001,2001-08-01,4841.879475,2495.838931,2198.446738,398.1207736,545.7145795999995,39058.0,181.1548713,197.3228517,27.04,25.77,27.14,24.08
176,Set,2001,2001-09-01,3672.995486,1502.6522,2038.702361,870.8723587,1002.5132837000001,39058.0,174.9081516,191.8110402,28.85,27.72,28.78,25.46
177,Out,2001,2001-10-01,2424.822755,827.863306,2086.374489,838.2080295,348.79298950000066,39058.0,163.8845286,175.2756057,29.52,28.38,29.77,25.85
178,Nov,2001,2001-11-01,1397.537506,193.036187,1866.142584,838.8573344,177.21606939999992,39058.0,162.4147122,162.4147122,30.0,29.42,29.95,25.65
179,Dez,2001,2001-12-01,572.7413371,226.552401,1488.772195,662.8890259,-479.69423300000005,39058.0,159.75067,159.75067,27.3,27.89,27.16,24.12
180,Jan,2002,2002-01-01,340.876573,142.134115,887.4166801,655.05229,-33.62193209999998,42769.0,159.1811161,167.908151,25.68,27.17,26.92,21.44
181,Fev,2002,2002-02-01,1170.053509,81.840295,1436.880719,2266.417255,1917.7497499999997,42769.0,161.2434523,162.4376781,22.13,22.53,24.49,18.31
182,Mar,2002,2002-03-01,6941.50561,651.19581,2132.175322,7903.425423,12061.559901,42769.0,165.35,161.67546,20.45,20.67,21.63,17.7
183,Abr,2002,2002-04-01,12484.48497,1707.065733,2362.767593,7905.544954,16320.196597999999,42769.0,172.2441094,174.8622198,21.81,21.34,22.01,18.66
184,Mai,2002,2002-05-01,11705.43216,1263.756279,2480.259514,1701.206703,9662.623070000001,42769.0,177.186367,183.8005408,24.49,23.59,24.59,21.85
185,Jun,2002,2002-06-01,10080.9386,1256.748132,2510.695055,886.2014894,7199.696902399999,42769.0,184.8753441,194.1535601,28.36,27.42,29.0,25.27
186,Jul,2002,2002-07-01,8517.729972,2594.472791,2610.524883,1047.316259,4360.048556999998,42769.0,206.6929313,210.229677,32.11,31.66,33.08,29.46
187,Ago,2002,2002-08-01,6522.405169,1701.20827,2560.117117,564.7923144,2825.8720963999995,42769.0,206.6929313,216.0630108,35.17,35.33,35.8,31.94
188,Set,2002,2002-09-01,4797.385239,3848.423352,2271.004067,545.9841366,-776.0580433999994,42769.0,208.0019865,228.211962,41.28,39.58,40.98,38.18
189,Out,2002,2002-10-01,3298.491181,1684.333491,2455.087295,956.1932368,115.26363179999998,42769.0,199.858285,221.905531,45.95,44.92,46.68,43.01
190,Nov,2002,2002-11-01,1931.461209,470.706661,2222.511462,855.4814908,93.7245767999998,42769.0,210.4593358,210.4593358,46.71,46.51,47.56,43.35
191,Dez,2002,2002-12-01,770.4759428,558.11709,1830.695382,669.7101158,-948.6264134,42769.0,208.2775771,208.2775771,48.67,45.64,48.98,43.13
192,Jan,2003,2003-01-01,294.0234517,245.773889,969.3909903,492.9384992,-428.2029283999999,51875.0,207.4645849,214.8136669,43.14,41.25,43.28,37.44
193,Fev,2003,2003-02-01,1621.102003,189.292987,1338.082109,2665.143418,2758.870325,51875.0,209.1962123,213.6056615,42.65,39.34,43.3,35.27
194,Mar,2003,2003-03-01,7832.86025,1290.963377,2362.049067,8573.807314,12753.65512,51875.0,210.5466061,208.2959498,38.56,38.21,39.0,32.9
195,Abr,2003,2003-04-01,14349.09146,2891.576437,2563.189889,9079.421101,17973.746235,51875.0,220.7480506,217.8084178,36.17,36.05,35.24,31.36
196,Mai,2003,2003-05-01,13397.79041,3278.170259,2766.801191,1815.500136,9168.319096,51875.0,230.6693113,225.1942452,36.38,35.9,36.11,32.28
197,Jun,2003,2003-06-01,11154.48117,2507.261576,2636.036777,392.7275371,6403.910354099999,51875.0,231.1286289,232.46065,35.96,36.18,35.82,32.12
198,Jul,2003,2003-07-01,8447.609612,1841.400423,2693.194927,-13.67662754,3899.3376344599997,51875.0,213.3071051,222.6036938,34.78,35.13,34.79,31.3
199,Ago,2003,2003-08-01,5971.611825,2475.310027,2780.792788,304.7950011,1020.3040111,51875.0,205.4527737,221.3910953,35.51,35.28,35.15,32.28
200,Set,2003,2003-09-01,4305.79747,2178.802743,2549.859028,884.044673,461.1803720000007,51875.0,225.9613056,239.6949026,38.86,38.19,38.09,34.88
201,Out,2003,2003-10-01,3030.820961,2115.086914,2512.122491,1237.145982,-359.2424620000006,51875.0,268.4435928,277.519709,45.14,44.12,44.74,41.38
202,Nov,2003,2003-11-01,2185.901605,524.312898,2305.064864,1460.145508,816.669351,51875.0,281.7224653,287.4180038,47.76,46.96,47.76,43.97
203,Dez,2003,2003-12-01,1429.818542,335.508804,1970.545892,1214.462829,338.2266749999999,51875.0,281.3090794,281.3090794,46.3,45.49,47.12,41.72
204,Jan,2004,2004-01-01,1124.101582,342.799418,1318.234595,1012.517635,475.585204,50085.0,299.8609183,290.1601301,45.81,45.85,46.1,41.21
205,Fev,2004,2004-02-01,2390.08015,453.477609,1716.296274,2982.376424,3202.682691,50085.0,318.2037677,290.874369,44.48,44.35,45.56,37.79
206,Mar,2004,2004-03-01,10062.53592,1580.9612,2460.960961,10133.41673,16154.030488999997,50085.0,356.2008182,317.8477965,50.18,49.76,50.71,43.53
207,Abr,2004,2004-04-01,14857.56911,2005.54483,2795.550182,7590.583371,17647.057469000003,50085.0,364.1837585,322.4777182,51.0,49.75,52.13,47.75
208,Mai,2004,2004-05-01,14038.00521,2667.730435,2873.353569,2053.789665,10550.710871,50085.0,346.4862504,290.4495002,45.5,44.32,44.01,43.75
209,Jun,2004,2004-06-01,11712.85483,3712.593617,2852.103626,526.9532545,5675.1108415,50085.0,320.0065893,263.9698391,43.88,43.63,43.13,41.5
210,Jul,2004,2004-07-01,9098.511738,2314.085166,2898.705275,284.3621781,4170.0834751,50085.0,274.8483177,246.554352,40.1,40.5,39.5,36.06
211,Ago,2004,2004-08-01,6451.689116,2002.973711,2714.71883,67.89620783,1801.8927828300002,50085.0,215.9252155,236.8241675,38.13,38.28,38.51,34.5
212,Set,2004,2004-09-01,4426.770517,2291.493611,2554.821897,529.9032979,110.35830690000057,50085.0,210.073509,232.120755,37.3,38.75,36.63,32.83
213,Out,2004,2004-10-01,3218.590401,920.481445,2345.927165,1137.747049,1089.92884,50085.0,192.7067096,216.5912261,34.3,35.5,34.6,31.64
214,Nov,2004,2004-11-01,2215.392896,485.045852,2168.466569,1165.269064,727.1495389999995,50085.0,197.5525105,224.4225916,33.875,33.25,33.125,30.05
215,Dez,2004,2004-12-01,1315.951248,400.230462,2006.870889,1107.429242,16.279138999999986,50085.0,195.6693083,219.0945071,32.5,33.75,32.5,29.925
216,Jan,2005,2005-01-01,778.9742879,351.945415,1525.872072,988.8951112,-109.94808790000002,53053.0,194.0616966,206.2795454,33.04,33.75,33.25,28.9
217,Fev,2005,2005-02-01,2515.142557,414.0,1962.940325,3699.082883,3837.285115,53053.0,196.7257388,208.0249524,28.3,29.25,29.25,24.425
218,Mar,2005,2005-03-01,9418.818022,1833.0,2771.011229,9674.686694,14489.493487,53053.0,235.9239049,239.0472648,33.425,35.5,34.25,30.125
219,Abr,2005,2005-04-01,15387.76308,2698.0,2981.571279,8950.516334,18658.708135,53053.0,227.637815,229.7200549,32.35,31.95,32.73,27.88
220,Mai,2005,2005-05-01,15397.49779,2297.0,3016.652348,3026.387064,13110.232506,53053.0,236.3418839,239.6030391,30.9,30.45,31.08,26.48
221,Jun,2005,2005-06-01,13183.17206,2952.0,2804.625419,590.2996896,8016.846330600001,53053.0,254.7191821,250.8241687,33.025,32.15,31.775,28.25
222,Jul,2005,2005-07-01,10969.92652,2691.0,2689.520784,476.2752419,6065.680977900001,53053.0,253.8878172,254.4849301,32.8,31.15,29.775,27.125
223,Ago,2005,2005-08-01,8711.964926,2752.0,2510.550028,252.5884324,3702.0033304000003,53053.0,233.2185241,245.5282364,31.42,32.32,30.3,26.76
224,Set,2005,2005-09-01,6615.857194,2204.0,2558.417105,462.3093729,2315.7494619000004,53053.0,215.364848,238.9186558,29.325,29.275,27.95,25.225
225,Out,2005,2005-10-01,4781.972505,1792.0,2492.69125,658.8065624,1156.0878174,53053.0,212.3884698,237.099758,29.6,27.7,27.3,24.9
226,Nov,2005,2005-11-01,3062.830582,1359.0,2307.136406,588.0344822,-15.271341799999846,53053.0,212.498706,234.545952,29.3,26.0,26.7,25.1
227,Dez,2005,2005-12-01,1355.70019,953.0,2238.527434,531.3970424,-1304.4302016000001,53053.0,215.3097299,226.0393896,28.2,25.5,27.6,24.8
228,Jan,2006,2006-01-01,1219.736544,716.14747,1393.979988,1258.016342,367.6254280000003,56942.0,218.7729848,229.2454266,29.0,27.625,27.375,24.95
229,Fev,2006,2006-02-01,2678.856801,720.0,1890.0,3349.241171,3418.0979719999996,56942.0,218.543326,236.8700992,27.5,27.6,26.3,22.1
230,Mar,2006,2006-03-01,8902.474899,2654.0,2221.0,8444.999919,12472.474818000002,56942.0,214.5013309,222.9527752,25.3,24.6,23.5,20.0
231,Abr,2006,2006-04-01,13733.3155,2915.0,2614.0,7444.896533,15649.212033,56942.0,214.3865015,225.2263974,24.83333333,23.13333333,23.23333333,19.23333333
232,Mai,2006,2006-05-01,14178.25345,3171.0,2516.0,2961.346454,11452.599903999999,56942.0,219.7375518,230.5162054,26.25,24.45,24.625,20.75
233,Jun,2006,2006-06-01,12381.73635,2289.0,2696.0,899.8156422,8296.551992199998,56942.0,216.5590738,226.2966075,27.6,26.6,25.3,22.78
234,Jul,2006,2006-07-01,10281.70533,4377.0,2697.0,597.0756174,3804.7809474000005,56942.0,219.6456883,232.20037,26.86666667,25.66666667,25.83333333,23.56666667
235,Ago,2006,2006-08-01,8975.330115,2901.0,2796.0,1489.916816,4768.2469310000015,56942.0,205.7926687,228.0236418,26.9,25.9,25.9,23.1
236,Set,2006,2006-09-01,7303.499778,1993.0,2422.0,749.932818,3638.4325960000006,56942.0,199.8500173,223.8723291,27.33333333,25.5,26.16666667,22.76666667
237,Out,2006,2006-10-01,5418.469353,1682.0,2609.0,724.1934441,1851.6627971000007,56942.0,218.2371142,239.549452,29.33333333,28.0,27.5,25.0
238,Nov,2006,2006-11-01,4172.237636,998.0,2394.0,1147.67755,1927.9151860000002,56942.0,247.4252182,255.3622268,32.0,31.0,31.16666667,28.0
239,Dez,2006,2006-12-01,2797.932113,471.0,2081.0,706.9054885,952.8376014999999,56942.0,251.4763997,263.2808627,32.5,31.43333333,31.5,29.33333333
240,Jan,2007,2007-01-01,2288.916669,528.506937,1818.364109,1309.348665,1251.394288,58726.0,284.7769275,293.779553,30.83333333,30.56666667,30.43333333,25.33333333
241,Fev,2007,2007-02-01,5771.047343,775.0,2168.622145,5650.669488,8478.094686,58726.0,271.8241705,281.010523,30.85,32.16666667,31.16666667,26.93333333
242,Mar,2007,2007-03-01,13994.26487,2054.0,2692.588679,10915.8062,20163.482391,58726.0,282.5722029,278.8976619,31.0,32.275,30.475,26.25
243,Abr,2007,2007-04-01,17504.89566,3165.0,2790.568719,6301.199508,17850.526449,58726.0,272.5223333,268.0393932,29.83333333,29.5,28.76666667,24.66666667
244,Mai,2007,2007-05-01,16977.05296,3152.0,2982.424778,2454.58208,13297.210262,58726.0,285.5118357,276.6929373,29.45,29.2,28.725,25.6
245,Jun,2007,2007-06-01,14811.71454,3074.0,2877.285369,711.9469552,9572.3761262,58726.0,303.1496325,295.4330964,31.0,30.05,29.3,26.35
246,Jul,2007,2007-07-01,12670.53543,3093.0,2994.795359,853.6162427,7436.3563137,58726.0,314.5407096,302.0472702,27.5,27.775,27.0,25.15
